url,name,price,series,marca,usos,pantalla,sistema_operativo,entrada_interfaz,fabricante_cpu
https://www.amazon.es/HP-ProBook-2-3GHz-i5-6200U-768Pixeles/dp/B09FYCZJZ8/ref=sr_1_364?qid=1636389994&s=computers&sr=1-364,"HP ProBook 430 G3 2.3GHz i5-6200U 13.3"" 1366 x 768Pixeles Plata - Ordenador portátil (Portátil, Plata, Concha, i5-6200U, Intel Core i5-6xxx, Socket B2 (LGA 1356)) (Reacondicionado)","388,00€",,HP,,13.3 Pulgadas,Windows 7,Touch Pad,Intel
https://www.amazon.es/Ordenador-ampliable-integrados-Ultrabook-Bluetooth/dp/B091TW2LB9/ref=sr_1_365?qid=1636389994&s=computers&sr=1-365,"Ordenador portátil de 14 pulgadas, Windows 10, Intel HD Graphics, portátil, 4 GB + 64 GB/2 TB, ampliable, gráficos integrados, 1920 x 1080 Ultrabook 2,4 GHz WiFi/HDMI/Bluetooth (negro)","239,99€",,DUODUOGO,,14.1 Pulgadas,Windows 10,"Mouse, Teclado numérico",Intel
https://www.amazon.es/Lenovo-ThinkPad-pulgadas-Business-reacondicionado/dp/B097LVLWC9/ref=sr_1_366?qid=1636389994&s=computers&sr=1-366,"Lenovo ThinkPad X250 12,5 pulgadas HD Intel Core i5 256 GB SSD disco duro 8 GB de memoria Windows 10 Pro Webcam Business Notebook (reacondicionado)","349,90€",Lenovo ThinkPad X250,Lenovo,,12.5 Pulgadas,Windows 10 Pro,,Intel
https://www.amazon.es/Panasonic-KX-TG6724GB-Quattro-inal%C3%A1mbrico-adicionales/dp/B007N64APU/ref=sr_1_367?qid=1636389994&s=computers&sr=1-367,"Panasonic KX-TG6724GB Quattro - Teléfono inalámbrico (pantalla de 1,8"", tecla de función, manos libres, incluye 3 terminales adicionales), negro [Importado de Alemania] [versión importada]","€40,35",,Panasonic,,,,,
https://www.amazon.es/HP-EliteBook-Port%C3%A1til-Generaci%C3%B3n-DDR4-SDRAM/dp/B093QGQW4N/ref=sr_1_368?qid=1636389994&s=computers&sr=1-368,"HP EliteBook 850 G8 Portátil 39,6 cm (15.6"") Full HD Intel® Coreâ?¢ i5 de 11ma Generación 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6 (802.11ax) Windows 10 Pro Plata","339,95€",HP EliteBook,HP,,15.6 Pulgadas,Windows 10 Pro,,Intel
https://www.amazon.es/HP-15s-eq1023ns-Ordenador-port%C3%A1til-operativo/dp/B08B8D4YVV/ref=sr_1_369?qid=1636389994&s=computers&sr=1-369,"HP 15s-eq1023ns - Ordenador portátil de 15.6"" HD (AMD Athlon 3050U , 8GB RAM, 256GB SSD, AMD Radeon Graphics, sin sistema operativo) blanco - Teclado QWERTY Español","€343,00",15s-eq1023ns,HP,,15.6 Pulgadas,Windows 10 Home,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg16_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_361_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-361-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg16_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_362_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-362-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg16_1?ie=UTF8&adId=A00891921S4LQX1C2GZM&url=%2FCHUWI-CoreBook-Ordenador-Portatil-Ultrabook%2Fdp%2FB08SK63434%2Fref%3Dsr_1_363_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26smid%3DAS9E0MT5ZN0A0%26sr%3D1-363-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_atf_browse,"CHUWI CoreBook X Ordenador Portatil Ultrabook 14 Pulgadas Laptop Windows 10 Intel Core i5-8259U MAX hasta 3,8 GHz 8GB RAM+512GB SSD 2160*1440 Wi-Fi BT4.2 Type-C PD2.0 46.2Wh","492,15€",CoreBook X,CHUWI,Gaming,14 Pulgadas,Windows 10 Home,"Teclado, Botones",Intel
https://www.amazon.es/Acer-Aspire-A515-56-31AD-Ordenador-i3-1115G4/dp/B08WDHF69Q/ref=sr_1_364?qid=1636389997&s=computers&sr=1-364,"Acer Aspire 5 A515-56-31AD - Ordenador portátil (Intel Core i3-1115G4, RAM de 8 GB, SSD de 256 GB, Intel UHD Graphics, Windows 10) - Teclado AZERTY (francés), Color Negro","€549,00",,Acer,,15.6 Pulgadas,Windows 10,Teclado numérico,Intel
https://www.amazon.es/ROG-Crosshair-VIII-Dark-Hero/dp/B08NCJQY32/ref=sr_1_365?qid=1636389997&s=computers&sr=1-365,"ROG Crosshair VIII Dark Hero - Placa base de gaming ATX AMD X570 con PCIe 4.0, 16 etapas de potencia, OptiMem III, Wi-Fi 6 (802.11ax), 2.5 Gbps Ethernet, USB 3.2, SATA, M.2 e iluminación Aura Sync RGB","519,72€",ROG CROSSHAIR VIII DARK HERO,ASUS,,,,,
https://www.amazon.es/Ordenador-TOPOSH-Quad-Core-retroiluminado-QWERTY-Rosa/dp/B095C5L445/ref=sr_1_366?qid=1636389997&s=computers&sr=1-366,"Ordenador portátil TOPOSH, Ordenador portátil Windows 10 de 14 Pulgadas, 12 GB de RAM + 256 GB de ROM, Celeron N5095 Quad-Core, Ordenador portátil con Teclado retroiluminado QWERTY-Rosa","449,00€",,TOPOSH,,14 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/Acer-A515-54-Ordenador-port%C3%A1til-i5-8265U/dp/B0845CBVP3/ref=sr_1_367?qid=1636389997&s=computers&sr=1-367,"Acer A515-54 - Ordenador portátil de 15.6"" HD (Intel Core i5-8265U, 8GB RAM, 1TB HDD + 128GB SSD, Intel HD Graphics 620, Windows 10 Home) negro - Teclado QWERTY Español","649,99€",A515-54,Acer,"Multimedia, Personal",15.6 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/DELL-Latitude-E5550-Ordenador-Enterprise/dp/B00S63RWZO/ref=sr_1_368?qid=1636389997&s=computers&sr=1-368,"DELL Latitude E5550 - Ordenador portátil (Portátil, Gris, Concha, Enterprise, i5-5300U, Intel Core i5-5xxx)","339,95€",,Dell,,15.6 Pulgadas,Windows 8.1,Touch Pad,Intel
https://www.amazon.es/ASUS-VivoBook-15-P1511CJA-BR743R-i3-1005G1/dp/B08XC447GG/ref=sr_1_369?qid=1636389997&s=computers&sr=1-369,"ASUS VivoBook 15 P1511CJA-BR743R - Portátil .6"" HD (Core i3-1005G1, 8GB RAM, 256GB SSD, UHD Graphics, Windows 10 Pro) Gris Pizarra - Teclado QWERTY español","578,77€",P1511CJA-BR743R,ASUS,Personal,15.6 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/ASUS-GA502IV-HN020-ROG-Zephyrus-G15/dp/B087GMG3MV/ref=sr_1_370?qid=1636389997&s=computers&sr=1-370,"ASUS ROG Zephyrus G15 GA502IV-HN020 - Ordenador portátil Gaming 15,6"" FullHD 144Hz (Ryzen 7 4800HS, 16GB RAM, 512GB SSD, NVIDIA RTX2060-6GB, Sin sistema operativo) Negro - Teclado QWERTY español","€1241,97",90NR02R1-M00690,ASUS,Gaming,15.6 Pulgadas,DOS,Teclado,Nvidia
https://www.amazon.es/ASUS-VivoBook-S14-S433EA-EB023-Ordenador/dp/B0913LTDQ2/ref=sr_1_371?qid=1636389997&s=computers&sr=1-371,"ASUS VivoBook S14 S433EA-EB023 - Ordenador portátil 14"" Full HD (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Sin Sistema Operativo) Negro Indie - Teclado QWERTY español","699,99€",S433EA-EB023,ASUS,Personal,14 Pulgadas,DOS,"Teclado, Touch Pad",Intel
https://www.amazon.es/Apple-MacBook-Late-2013-Reacondicionado/dp/B08C73DHMM/ref=sr_1_372?qid=1636389997&s=computers&sr=1-372,"Apple MacBook Pro 15"" (Late 2013) - Core i7 2.3GHz, 16GB RAM, 512GB SSD (Reacondicionado)","€624,99","15"" Retina",Apple,,15 Pulgadas,OS X 10.9 Mavericks,Touch Pad,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A00674342V8OO6NSJBHFB&url=%2FX3-Ordenador-port%25C3%25A1til-Microsoft-Teclado%2Fdp%2FB0899T5MZ4%2Fref%3Dsr_1_373_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-373-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas (Microsoft Office 365, 4GB+64GB, Windows 10 Laptop, Intel Celeron N3350, 2.4G/5G WiFi, HDMI, USB 3.0, Portátil HD, Memoria ampliable)-Teclado QWERTY Español","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A046938019C9GC4JD013D&url=%2FOrdenador-port%25C3%25A1til-pulgadas-Microsoft-expansi%25C3%25B3n%2Fdp%2FB09GFT31LQ%2Fref%3Dsr_1_374_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-374-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 pulgadas, Microsoft Office 365, 4GB+64GB Laptop, Intel Celeron N3350, Portátil HD, Win 10, Wifi de doble banda, Cámara frontal HD, Apoyar la expansión de la memoria","279,99€",EZbook X3,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A0469480SK4OEUE3NXZK&url=%2FPort%25C3%25A1tiles-Microsoft-Bluetooth-Compatible-expansi%25C3%25B3n%2Fdp%2FB09DNXDHSZ%2Fref%3Dsr_1_375_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-375-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"Jumper Portátiles 14 Pulgadas, Microsoft Office 365, 12GB+256GB Laptop, Intel Celeron N4020, Intel HD Graphics 600, Windows 10, Bluetooth 4.0, Compatible con expansión de Tarjeta TF de 256GB","379,99€",EZbook S5,JUMPER,Personal,14 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/Lenovo-IdeaPad-Duet-3i-pulgadas/dp/B08D16ZY5Q/ref=sr_1_376?qid=1636389997&s=computers&sr=1-376,"Lenovo IdeaPad Duet 3i - Tablet 2 en 1 (10,3 pulgadas, 1920 x 1200, Full HD, WideView, Touch), color gris (teclado alemán)","€389,00",IdeaPad Duet 3,Lenovo,,10.3 Pulgadas,Windows 10 Home,,Intel
https://www.amazon.es/Lenovo-IdeaPad-Celeron-Cloudbook-tablet/dp/B08CNML8RG/ref=sr_1_377?qid=1636389997&s=computers&sr=1-377,"Lenovo IdeaPad 1i 14 pulgadas HD Laptop - (Intel Celeron N4020, 4 GB de RAM, 64 GB de eMMC, modo Windows 10 Home S y pantalla LCD 220 Nits antirreflejos) - Gris Platino 81VU0002UK","25,99€",IdeaPad 1 14IGL05,Lenovo,Personal,14 Pulgadas,Windows 10 Home,,Intel
https://www.amazon.es/TECLAST-Tbolt-20-Pro-generaci%C3%B3n/dp/B09DG16PSK/ref=sr_1_378?qid=1636389997&s=computers&sr=1-378,"TECLAST Tbolt 20 Pro Ordenador Portátil 15,6 Pulgadas, Portátil 8GB+256GB Laptop Intel Core i5-8259U de 8ª generación,4 Core 3,8GHz,1920x1080,Windows 10(USB3.0,Type-C,Mini HDMI,4825mAh,TF Expandible)","549,99€",,TECLAST,,15.6 Pulgadas,Windows 10,Teclado,Intel
https://www.amazon.es/Surface-PRO7-16GB-256GB-W10PSYST/dp/B08XKF5GRZ/ref=sr_1_379?qid=1636389997&s=computers&sr=1-379,Surface PRO7 I7 16GB 256GB W10PSYST,"1.530,48€",,Microsoft,,12.3 Pulgadas,,,
https://www.amazon.es/MSI-GP76-Leopard-10UG-066XES-RTX3070-8GB/dp/B08SC74FNG/ref=sr_1_380?qid=1636389997&s=computers&sr=1-380,"MSI GP76 Leopard 10UG-066XES - Ordenador portátil de 17.3"" FullHD 144Hz (Intel Core i7 -10870H, 16GB RAM, 1 TB SSD, Nvidia RTX3070-8GB, Free DOS) Black - Teclado QWERTY Español","2.099,99€",GP76 Leopard 10UG-066XES,MSI,Gaming,17.3 Pulgadas,DOS,Teclado,Intel
https://www.amazon.es/Port%C3%A1til-Innjoo-Intel-Celeron-N3350/dp/B08WHZ3M6G/ref=sr_1_381?qid=1636389997&s=computers&sr=1-381,"Portátil InnJoo Voom Pro Intel Celeron N3350/6GB/128GB SSD/14.1""/Win10/Negro","323,54€",IJ-VOOM LAPTOP PRO-BLK,Innjoo,"Multimedia, Empresa, Personal",14.1 Pulgadas,Windows 10,,Intel
https://www.amazon.es/TECLAST-F5-convertible-pantalla-Bluetooth/dp/B083BM815K/ref=sr_1_382?qid=1636389997&s=computers&sr=1-382,TECLAST F5 2 en 1 360 ° convertible pantalla táctil portátil 11.6 pulgadas 1920 x 1080 Full HD IPS Laptop 8GB RAM 256GB ROM SSD Notebook,"437,97€",F5,TECLAST,,15.6 Pulgadas,Windows 10,Pantalla táctil,Intel
https://www.amazon.es/Lenovo-82C6006CSP-LENOVO-Ordenador-PORTATIL/dp/B08HS7P28F/ref=sr_1_383?qid=1636389997&s=computers&sr=1-383,LENOVO 82C6006CSP Ordenador PORTATIL,"392,00€",,Lenovo,,15.6 Pulgadas,Windows 10 Home,Teclado,AMD
https://www.amazon.es/Dell-E6420-Ordenador-reacondicionado-Certificado/dp/B07YVJTHMM/ref=sr_1_384?qid=1636389997&s=computers&sr=1-384,"Ultrabook Dell Latitude E7250 Intel Core i5-5300 8 GB SSD128 GB 12,5 pulgadas – Grado A (Reacondicionado Certificado)","412,25€",,Dell,,12.5 Pulgadas,Windows 10 Pro,"Micrófono, Teclado",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A05745782SH23J5S6Z2EH&url=%2FTECLAST-F15S-Ordenador-Expandible-1920%25C3%25971080%2Fdp%2FB08ZMRZMDX%2Fref%3Dsr_1_385_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-385-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"TECLAST F15S Ordenador Portátil 15.6” Notebook Laptop 6GB RAM 128GB ROM (Más de 1TB Expandible), FHD 1920×1080, 2.40GHz Intel Celeron J3455, Window 10, 38000mWh Batería, 5G WiFi+Bluetooth+USB 3.0","289,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A06826571V2GLRDPT39EO&url=%2FTECLAST-Tbolt-20-Pro-Ultradelgado%2Fdp%2FB09DJVZSD9%2Fref%3Dsr_1_386_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-386-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"TECLAST Tbolt 20 Pro Ordenador Portátil 15.6” Intel Core i5-8259U, 8GB RAM 256GB SSD 3.8GHz, Notebook Laptop Ultradelgado Window 10, 55005mWh Batería Grande, 5GHz WiFi+ Bluetooth+USB 3.0+Micro SD","599,99€",,TECLAST,,15.6 Pulgadas,Windows 10 Home,"Teclado, Touch Pad",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg16_1?ie=UTF8&adId=A0935056O6S4M6SG6TIH&url=%2FOrdenador-port%25C3%25A1til-procesador-Bluetooth-Ampliable%2Fdp%2FB089FXZNT3%2Fref%3Dsr_1_387_sspa%3Fqid%3D1636389997%26s%3Dcomputers%26sr%3D1-387-spons%26psc%3D1&qualifier=1636389997&id=6166704315096948&widgetName=sp_mtf_browse,"Jumper Ordenador portátil de 13,3 Pulgadas Full HD, 8GB+128GB Ordenador portátil, Intel Cuatro núcleos procesador Laptop, Windows 10 PC, Bluetooth 4.2, Doble Banda WLAN, Memoria Ampliable","329,99€",EZbook X3 8128,JUMPER,Personal,13.3 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/MSI-Creator-Z16-A11UET-086ES-i9-11900HHM570/dp/B09D42XFWF/ref=sr_1_388?qid=1636389997&s=computers&sr=1-388,"MSI Creator Z16 A11UET-086ES - Ordenador portátil de 16"" QHD (Tiger Lake i9-11900HHM570, 32 GBx2 RAM, 2 TB SSD, GeForce RTX3060 MAX-Q, Windows10 Pro High-End) Gris Lunar - Teclado QWERTY Español","2.899,00€",Creator Z16 A11UET-086ES,MSI,Student,16 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/Honor-MagicBookPro-Ordenador-port%C3%A1til-i5-10210U/dp/B08YFJ1CXC/ref=sr_1_389?qid=1636389997&s=computers&sr=1-389,"Honor MagicBookPro - Ordenador portátil 16.1"" FullHD (Intel Core i5-10210U, 16GB RAM, 512GB SSD, Nvidia MX350, Windows 10) Gris - Teclado QWERTY español","958,09€",,HONOR,Personal,16.1 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/HP-250-G8-39-15-6-1065G7-16/dp/B08NXXCTT2/ref=sr_1_390?qid=1636389997&s=computers&sr=1-390,"HP 250 G8-39,6 cm (15.6"") - Core i7 1065G7-16 GB RAM - 512 GB SSD - Español","1.078,19€",,HP,,15.6 Pulgadas,Windows 10,Teclado numérico,
https://www.amazon.es/Dell-Latitude-pulgadas-Professional-Reacondicionado/dp/B087783CQH/ref=sr_1_391?qid=1636389997&s=computers&sr=1-391,Dell Latitude E7270 12.5 pulgadas Core i5-6300U 8GB 128 GB SSD WebCam HDMI WiFi BT Windows 10 Professional Laptop PC (renovado) (Reacondicionado),"309,00€",,Dell,,12.5 Pulgadas,Windows 10 Pro,Teclado,Intel
https://www.amazon.es/ASUS-ROG-GV301QH-K6069T-Ordenador-Negro-Teclado/dp/B08CGSJJZF/ref=sr_1_392?qid=1636389997&s=computers&sr=1-392,"ASUS ROG GV301QH-K6069T - Portátil Gaming de 13.4"" WUXGA 120Hz (Ryzen 7 5800HS, 16GB RAM, 512GB SSD, NVIDIA GTX 1650 4GB, Windows 10 Home) Negro - Teclado QWERTY español","1.424,97€",GV301QH-K6069T,ASUS,Gaming,13.4 Pulgadas,Windows 10 Home,Pantalla táctil,AMD
https://www.amazon.es/Acer-TravelMate-TMP614-51T-G2-72ZU-Generaci%C3%B3n-DDR4-SDRAM/dp/B084W4VV3L/ref=sr_1_393?qid=1636389997&s=computers&sr=1-393,"Acer TravelMate P6 TMP614-51T-G2-72ZU Negro Portátil 35,6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil Intel® Core i7 de 10ma Generación 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows","1.297,19€","<span class=""a-truncate"" data-a-word-break=""normal"" data-a-max-rows=""3"" data-a-overflow-marker=""&amp;hellip;"" style=""line-height: 1.3em !important; max-height: 3.9em;"" data-a-recalculate=""false"" data-a-updated=""true""><span class=""a-truncate-full a-offscreen"">Acer TravelMate P6 TMP614-51T-G2-72ZU Negro Portátil 35,6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil Intel® Core i7 de 10ma Generación 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows</span><span class=""a-truncate-cut"" aria-hidden=""true"" style=""height: 3.9em;"">Acer TravelMate P6 TMP614-51T-G2-72ZU Negro Portátil 35,6 c…</span></span>",,,,,,
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg17_1?ie=UTF8&adId=A10299062P2ZRS00R2JHV&url=%2FCHUWI-HeroBook-Ordenador-Port%25C3%25A1til-Ultrabook%2Fdp%2FB083B8L7Q9%2Fref%3Dsr_1_385_sspa%3Fqid%3D1636390001%26s%3Dcomputers%26sr%3D1-385-spons%26psc%3D1&qualifier=1636390001&id=6732716420685043&widgetName=sp_atf_browse,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4020 hasta 2.8 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh","339,00€",HeroBook pro,CHUWI,,14.1 Pulgadas,Windows 10,"Teclado, Botones",Intel
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg17_1?ie=UTF8&adId=A09214592YROM0UQ3XCQG&url=%2FKUU-Ordenador-desbloqueo-Dactilares-retroiluminado%2Fdp%2FB0969WN21P%2Fref%3Dsr_1_386_sspa%3Fqid%3D1636390001%26s%3Dcomputers%26sr%3D1-386-spons%26psc%3D1&qualifier=1636390001&id=6732716420685043&widgetName=sp_atf_browse,"KUU Ordenador Portátil G3Pro 15.6'', Notebook AMD Ryzen 7 4800H Processor up to 4.2GHz, 16GB RAM DDR4 512GB SSD, Windows 10 Laptop con desbloqueo de Huellas Dactilares y Teclado retroiluminado, Type C","689,99€",,KUU,,15.6 Pulgadas,Windows 10,Teclado,AMD
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_computers_sr_pg17_1?ie=UTF8&adId=A00891921S4LQX1C2GZM&url=%2FCHUWI-CoreBook-Ordenador-Portatil-Ultrabook%2Fdp%2FB08SK63434%2Fref%3Dsr_1_387_sspa%3Fqid%3D1636390001%26s%3Dcomputers%26smid%3DAS9E0MT5ZN0A0%26sr%3D1-387-spons%26psc%3D1&qualifier=1636390001&id=6732716420685043&widgetName=sp_atf_browse,"CHUWI CoreBook X Ordenador Portatil Ultrabook 14 Pulgadas Laptop Windows 10 Intel Core i5-8259U MAX hasta 3,8 GHz 8GB RAM+512GB SSD 2160*1440 Wi-Fi BT4.2 Type-C PD2.0 46.2Wh","492,15€",CoreBook X,CHUWI,Gaming,14 Pulgadas,Windows 10 Home,"Teclado, Botones",Intel
https://www.amazon.es/Gigabyte-Technology-H410M-H/dp/B08B48XQ6X/ref=sr_1_388?qid=1636390001&s=computers&sr=1-388,Gigabyte Technology H410M H,"90,00€",,Gigabyte Technology,,,,,
https://www.amazon.es/Pulgadas-10000mAH-operativo-preinstalado-Pantalla/dp/B08SBYHFWY/ref=sr_1_389?qid=1636390001&s=computers&sr=1-389,"Laptop de 15.6 Pulgadas (Intel Celeron de 64 bits, 6GB DDR3 RAM, SSD de 128GB, batería de 10000mAH, cámara Web HD, Sistema operativo Windows 10 preinstalado, Pantalla IPS FHD 1920 * 1080)","288,99€",,Huashetrade,,15.6 Pulgadas,Windows 10 Pro,,Intel
https://www.amazon.es/Lenovo-V50t-13IMB-Ordenador-Sobremesa/dp/B08R42ZZ38/ref=sr_1_390?qid=1636390001&s=computers&sr=1-390,"Lenovo V50t 13IMB - Ordenador Sobremesa Torre (Intel Core i3-10100, 4GB RAM, 256GB SSD, Intel UHD Graphics 630, Windows 10 Pro, DVD±RW), Negro - Teclado QWERTY Español y Ratón","499,99€",,Lenovo,,,Windows 10 Pro,"Mouse, Teclado",Intel
https://www.amazon.es/MSI-Modern-A10M-628XES-Ordenador-i5-10210U/dp/B08YFLHB7Y/ref=sr_1_391?qid=1636390001&s=computers&sr=1-391,"MSI Modern 15 A10M-628XES - Ordenador portátil de 15.6"" FHD (Intel Core i5-10210U, 16 GB RAM, 512 GB SSD, Iris Xe Graphics, sin sistema operativo) color gris carbón","829,34€",,MSI,"Multimedia, Personal, Business",15.6,DOS,,Intel
https://www.amazon.es/Acer-TravelMate-TMB311RN-31-P5KK-Pantalla-DDR4-SDRAM/dp/B0896F7S85/ref=sr_1_392?qid=1636390001&s=computers&sr=1-392,"Acer TravelMate Spin B3 TMB311RN-31-P5KK - Educación - 29,46 cm (11,6"") - Intel Pentium Silver N503","639,39€",,Acer,,11.6 Pulgadas,Windows 10 Pro,Botones,Intel
https://www.amazon.es/Vanguard-Gaming-Ordenador-Windows-garant%C3%ADa/dp/B09HQJ9DPT/ref=sr_1_393?qid=1636390001&s=computers&sr=1-393,"Vanguard Pro RX Gaming Ordenador Windows 11 Pro AMZ 2021 RYZEN Pro 2100G, 3 AÑOS garantía, SSD 250GB, 8GB RAM Wi-Fi 5G","898,00€",,00,,,Windows,Micrófono,AMD
https://www.amazon.es/MSI-Creator-Z16-A11UE-020XES-i7-11800HHM570/dp/B095BKX1RD/ref=sr_1_394?qid=1636390001&s=computers&sr=1-394,"MSI Creator Z16 A11UE-020XES - Ordenador portátil de 16"" QHD (Tiger Lake i7-11800HHM570, 16GB x 2 RAM, 1 TB SSD, RTX3060 MAX-Q, GDDR6 6GB, Sin Sistema operativo) Teclado QWERTY Español, Gris","2.049,00€",Creator Z16 A11UET-020XES,MSI,Personal,16 Pulgadas,Sin sistema operativo,Pantalla táctil/estilete,Intel
https://www.amazon.es/ASUS-ZenBook-14-UX425EA-HM165T-i7-1165G7/dp/B08NTQJ8TP/ref=sr_1_395?qid=1636390001&s=computers&sr=1-395,"ASUS ZenBook 14 UX425EA-HM165T - Portátil de 14 "" FullHD (Intel Core i7-1165G7, 16GB RAM, 512GB SSD, Intel UHD Graphics, Windows 10 Home) Gris Pino - Teclado QWERTY español","€1144,78",UX425EA-HM165T,ASUS,Gaming,14 Pulgadas,Windows 10 Home,Teclado,Intel
https://www.amazon.es/Lenovo-ideapad-C340-14IML-convert%C3%ADble-i3-10110U/dp/B0823MD33M/ref=sr_1_396?qid=1636390001&s=computers&sr=1-396,"Lenovo ideapad C340 - Portatil convertible 14"" FullHD (Intel Core i3-10110U, 8GB RAM, 512GB SSD, Intel UHD Graphics, Windows10), Color Gris - Teclado QWERTY español","€499,95",,Lenovo,,14 Pulgadas,Windows 10 Home,Pantalla táctil,Intel
